"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6160656","21156485210000051000000000U7","AUTOTRANSPORTES DE LA MIXTECA","AUTOTRANSPORTES DE LA MIXTECA SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","GENERAL VICENTE GUERRERO","CALLE","7 SUR","CALLE","NOGAL","547",,,,,,"COLONIA","DEL EMPLEADO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0605","035",,"NERI-ARA-4@OUTLOOK.COM",,"Fijo","18.4574349","-97.38772578","2010-07"
"6160714","21156485210000682001000000U9","AUTOTRANSPORTES DE PASAJE TEPETEOPAN",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","7 SUR","CALLE","NOGAL","CALLE","5 ORIENTE","CALLE","GENERAL VICENTE GUERRERO","0","SN",,,,,"COLONIA","LA PURISIMA",,,,"75853","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0605","036",,,,"Fijo","18.4583619","-97.38718226","2012-06"
"6738737","21156485410000003001000000U4","AZIMUTH SOLUCIONES EMPRESARIALES","AZIMUTH SOLUCIONES EMPRESARIALES SA DE CV","485410","Transporte escolar y de personal","11 a 30 personas","CALLE","CARMEN SERDAN","CALLE","2 PONIENTE","AVENIDA","INDEPENDENCIA PONIENTE","CALLE","4 NORTE","135","B",,,,,"COLONIA","CENTRO",,,,"75770","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","027",,"AZIMUTH.SEMPRESARALES@GMAIL.COM",,"Fijo","18.46458378","-97.39725445","2016-10"
"10554122","21156485210001071000000000U4","BASE AUTOBUSES CALTEPEC-SAN LUIS","ANGELES AZULES S.A SA DE CV","485210","Transporte colectivo foráneo de pasajeros de ruta fija","0 a 5 personas","CALLE","PROFESOR PEDRO JOSE DE LA LLAVE","CALLE","3 SUR","CALLE","MARIANO RUIZ TIRADO","CALLE","7 ORIENTE","304",,,,,,"COLONIA","EL EMPLEADO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","007","2381261942",,,"Fijo","18.45694221","-97.39120475","2024-11"
"10934469","21156485111000572000000000U2","BASE DE AUTOBUSES TEHUACAN CUAUTLA",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","7 SUR","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","7 ORIENTE","PRIVADA","VICENTE GUERRERO","532","A",,,"0",,"COLONIA","NICOLAS BRAVO",,,,"75790","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0605","030",,,,"Fijo","18.4570719","-97.38723732","2024-11"
"10245348","21156485210001042000000000S5","BASE DE COMBIS TEHUACAN HUAJUAPAN","TRANSPORTES TURISTICOS KANTUNIL SA DE CV","485210","Transporte colectivo foráneo de pasajeros de ruta fija","6 a 10 personas","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","AGUSTIN A. CACHO","CALLE","PRIVADA DE LA AVENIDA INDEPENDENCIA","CALLE","GABINO BARREDA","334",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","010","9531879189",,,"Fijo","18.46284734","-97.39027527","2024-11"
"9304388","21156485111000381000000000U8","BASE DE LA RUTA 1",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","26 ORIENTE","PRIVADA","NINGUNO","CALLE","PRIVADA 3 NORTE","CALLE","NINGUNO","0","SN",,,,,"COLONIA","LOMAS DE LA SOLEDAD",,,,"75719","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1340","009",,,,"Fijo","18.48085494","-97.39101604","2020-11"
"6161011","21156485111000274000000000U5","BASE DE LA RUTA 12",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","19 PONIENTE","CALLEJON","LOMA BONITA","CALLE","SONORA SUR","CALLE","MORELOS","3415",,,,,,"COLONIA","MEXICO",,,,"75764","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0696","009",,,,"Fijo","18.44939403","-97.4160709","2014-12"
"9278477","21156485111000391000000000U7","BASE DE LA RUTA 13","RUTA 13 ","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","5 DE MAYO","CALLE","4 DE JULIO","CALLE","LUIS DONALDO COLOSIO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","JUAN PABLO II",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1529","001",,,,"Fijo","18.47765944","-97.41809879","2020-11"
"9304414","21156485111000463000000000U4","BASE DE LA RUTA 16 RANCHO VIEJO",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CERRADA","UVA","CALLE","NINGUNO","CALZADA","HACIENDA LA HUERTA","CALLE","NINGUNO","2706",,,,,,"FRACCIONAMIENTO","RANCHO GRANDE",,,,"75790","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1571","018",,,,"Fijo","18.4418168","-97.38673674","2020-11"
"8014767","21149485112000013000000000U0","BASE DE LA RUTA 18","BASE RUTA 18 AC","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","5 DE FEBRERO","CALLE","13 PONIENTE","CALLE","15 PONIENTE","DIAGONAL","3 SUR","1308",,,,,,"BARRIO","SANTA CLARA",,,,"75820","21","PUEBLA","149","Santiago Miahuatlán","0001","Santiago Miahuatlán","0117","004",,,,"Fijo","18.53780805","-97.4387282","2019-11"
"6161104","21156485111000041000000000U8","BASE DE LA RUTA 21",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","PRIVADA","44 ORIENTE","CALLE","2 DE FEBRERO","CALLE","NINGUNO","CALLE","NINGUNO","4403",,,,,,"COLONIA","SANTA CRUZ",,,,"75720","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1162","011",,,,"Fijo","18.49095742","-97.38718569","2014-12"
"9288767","21156485111000411000063261M3","BASE DE LA RUTA 22 SAN MARCOS",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","CHILAC","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","CENTRO",,,,"75859","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1675","002",,,,"Fijo","18.41655944","-97.36117796","2020-11"
"6494414","21156485112000011001000000U9","BASE DE LA RUTA 24",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","38 PONIENTE","CALLE","MIGUEL HIDALGO","CALLE","ADOLFO RUIZ CORTINES","CALLE","NINGUNO","422",,,,,,"COLONIA","TEPEYAC",,,,"75726","21","PUEBLA","156","Tehuacán","0001","Tehuacán","150A","040",,,,"Fijo","18.48966443","-97.39866176","2016-01"
"6161098","21156485111000214000040978S1","BASE DE LA RUTA 27",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","CHIHUAHUA NORTE","CALLE","SINALOA","AVENIDA","EL RIEGO","CALLE","ATLIXCO","325",,,,,,"COLONIA","EL CARMEN",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1139","005",,,,"Fijo","18.4586786","-97.42209835","2010-07"
"6161106","21156485210000763001000000U7","BASE DE LA RUTA 3 INFONAVIT CENTRO",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","PRIVADA 25 SUR","CALLE","27 SUR","CALLE","PRIVADA 27 SUR","2507",,,,"0","SN","COLONIA","EL ROSARIO",,,,"75780","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1482","029",,,,"Fijo","18.46230066","-97.37477167","2012-06"
"3519678","21156485111000284000000000U4","BASE DE LA RUTA 31",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","25 PONIENTE","CALLE","SONORA SUR","PRIVADA","CAMPECHE","CALLE","NINGUNO","2420",,,,"0","SN","COLONIA","MUXICO SUR",,,,"75764","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0696","024",,,,"Fijo","18.44470932","-97.41406215","2010-07"
"9278336","21156485111000453000000000U5","BASE DE LA RUTA 37","RUTA 37 SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","AVENIDA","15 DE MAYO","CALLE","5 NORTE ","CALLE","7 NORTE","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","SAN ISIDRO VISTA HERMOSA SANTIAGO MIAHUATALAN",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1529","021",,,,"Fijo","18.47450798","-97.42305411","2020-11"
"6160696","21156485111000223001000000U2","BASE DE LA RUTA 39",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","PROLONGACION","5 DE MAYO","CALLE","PUERTO MAZATLAN ","CALLE","SONORA ","CALLE","PUERTO ESCONDIDO ","0","SN",,,,,"COLONIA","SANTA CATALINA DE SIENEGA",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1529","028",,"RJOSUE_0711@HOTMAIL.COM",,"Fijo","18.47353994","-97.42451305","2010-07"
"6161099","21156485111000203000000000U4","BASE DE LA RUTA 42",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","NAZARET","CALLE","SAN PEDRO","CALLE","EMAUS","CALLE","HUERTO DE LOS OLIVOS","0","SN",,,,,"COLONIA","VISTA HERMOSA",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1317","004",,"NSDORAC@HOTMAIL.COM",,"Fijo","18.45384347","-97.43003356","2012-06"
"9641904","21156485111000563000000000U1","BASE DE LA RUTA 42","BASE DE LA RUTA 42 SC","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","BENITO JUAREZ","CALLE","EMILIANO ZAPATA","CALLE","VICENTE GUERRERO","CALLE","LAZARO CARDENAS","0","SN",,,,,"COLONIA","VISITA HERMOSA",,,,"75763","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1374","012","2383150941",,,"Fijo","18.45719109","-97.4287253","2024-11"
"6161108","21156485111000133000000000U3","BASE DE LA RUTA 45 CARDENAS",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","EXPROPIACION PETROLERA","ANDADOR","26 DE FEBRERO","ANDADOR","NUMERO 1","CALLE","NINGUNO","15",,,,,,"COLONIA","LAZARO CARDENAS SUR",,,,"75859","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1675","001",,"VAA_75@HOTMAIL.COM",,"Fijo","18.41730974","-97.36130145","2012-06"
"6161107","21156813110000183001000000U3","BASE DE LA RUTA 5",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","AVENIDA","DE LA JUVENTUD","CALLE","GARDENIAS","CALLE","TULIPANES","CALLE","NINGUNO","4919",,,,,,"COLONIA","PUERTA DEL SOL DOS",,,,"75770","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1209","043",,"OLIVIERCRUZ24@HOTMAIL.COM",,"Fijo","18.42838474","-97.37506463","2012-06"
"9304386","21156485111000443000000000U6","BASE DE LA RUTA C","ALIANZA DEL TRANSPORTE DE TEHUACAN Y SU REGION AC","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","PINO","CALLE","10 ORIENTE","CALLE","8 ORIENTE","CALLE","ROBLE","818",,,,,,"COLONIA","DEL VALLE SEGUNDA SECCION",,,,"75740","21","PUEBLA","156","Tehuacán","0001","Tehuacán","086A","025",,,,"Fijo","18.47166398","-97.37092716","2020-11"
"11818853","21156485111000593000000000U8","BASE DE LA RUTA DE CUAYUCATEPEC","SOC DE PRODUCCION DE AUTOTRANSPORTE DE CUAYUCATEPEC SC L SC","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","CANAL DE VALSEQUILLO","CALLE","NINGUNO","CALLE","LICENCIADO BENITO JUAREZ","CALLE","MARIANO ESCOBEDO",,"SN",,,,,"PUEBLO","LA CUESTA",,,,"75853","21","PUEBLA","156","Tehuacán","0009","Magdalena Cuayucatepec","0501","017",,"TRANSPORTESCUAYACO@GMAIL.COM",,"Fijo","18.55936579","-97.48550167","2025-04"
"9294816","21156485111000431000000000U1","BASE DE LA RUTA SANTA ANA TELOXTOC",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","CUAUHTEMOC","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","5 ORIENTE","CALLE","5 SUR","0","SN",,,,,"COLONIA","DEL EMPLEADO",,,,"75799","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","026",,,,"Fijo","18.458184","-97.39023896","2020-11"
"11423103","21156485210001063000000000S1","BASE DE LAS COMBIS DE OXACA - TEHUACAN TURISTICOS CAPILLA ABIERTA","TURISTICOS CAPILLA ABIERTA SC","485210","Transporte colectivo foráneo de pasajeros de ruta fija","11 a 30 personas","CALLE","5 SUR","AVENIDA","INDEPENDENCIA ORIENTE","PRIVADA","PRIVADA DE GABINO BARREDA","CALLE","7 SUR","109","A",,,"0",,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","009","2381894416",,,"Fijo","18.46270389","-97.38931961","2024-11"
"9278739","21156485111000473000000000U3","BASE DE TRANSPORTE RUTA COAPAN",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","CALLE DEL CALVARIO","CARRETERA","TEHUACAN A OAXACA","PRIVADA","EL CALVARIO","CALLE","NINGUNO","410",,,,,,"COLONIA","SANTA MARIA COAPAN",,,,"75857","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0751","001",,,,"Fijo","18.42506422","-97.41118441","2020-11"
"9771408","21156485111000581000000000U3","BASE RUTA 1",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","0 a 5 personas","ANDADOR","22","CALLE","PRIVADA AMADO NERVO","CALLE","9 SUR","CALLE","5 ORIENTE","505",,,,,,"FRACCIONAMIENTO","LA PURISIMA",,,,"75784","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","012",,,,"Fijo","18.45807738","-97.3854837","2024-11"
"6161017","21156485111000263001000000U8","BASE RUTA 10 NORTE AMARILLA",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","LA HUERTA","AVENIDA","DE LA JUVENTUD","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","EL HUMILLADERO",,,,"75795","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1196","002",,,,"Fijo","18.4411447","-97.38036903","2014-12"
"6161016","21156485111000233001000000U1","BASE RUTA 10 VERDE",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","2 PONIENTE","AVENIDA","NACIONAL","CALLE","VENUSTIANO CARRANZA","CALLE","3 PONIENTE","0","SN",,,,,"PUEBLO","SAN DIEGO CHALMA",,,,"75859","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1228","015",,,,"Fijo","18.4428877","-97.36798473","2014-12"
"6160695","21149485111000013001041554M2","BASE RUTA 18",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","0 a 5 personas","CALLE","15 DE SEPTIEMBRE SUR","CALLE","ARBOLEDA","CALLE","ALDAMA","CALLE","5 DE FEBRERO SUR","0","SN",,,"0",,"COLONIA","SANTA CLARA",,,,"75820","21","PUEBLA","149","Santiago Miahuatlán","0001","Santiago Miahuatlán","0066","008",,,,"Fijo","18.5267142","-97.43568436","2012-06"
"6729357","21156485112000091001000000U1","BASE RUTA 2 ",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","22 ORIENTE","BOULEVARD","EJERCITO MEXICANO","CALLE","7 NORTE","CALLE","20 ORIENTE","732","B",,,"0",,"COLONIA","EMILIANO ZAPATA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","136A","013",,,,"Fijo","18.47706961","-97.38567373","2016-01"
"8658324","21156485112000253000000000U7","BASE RUTA 27","BASE DE LA RUTA 27 SA","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","31 a 50 personas","CALLE","CHIHUAHUA NORTE","AVENIDA","EL RIEGO","CALLE","HIDALGO","CALLE","ATLIXCO","325","A",,,"0",,"COLONIA","EL CARMEN",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1139","006",,,,"Fijo","18.46001826","-97.42258914","2019-11"
"9278762","21156485111000401000000000U4","BASE RUTA 28 SAN LORENZO","RUTA 28 SA DE CV","485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","AVENIDA","NACIONAL","PRIVADA","SAN JOSE","CALLE","ESCALERAS","CALLE","NINGUNO","427",,,,,,"COLONIA","SAN LORENZO TEOTIPILCO",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1389","001",,,,"Fijo","18.47277284","-97.43574138","2020-11"
"6161101","21156485112000111000000000U7","BASE RUTA 30",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","CANAL DE VALSEQUILLO","CALLE","5 DE MAYO","CALLE","ARBOLEDA","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"COLONIA","SANTA CECILIA",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1232","005",,,,"Fijo","18.48065731","-97.43467732","2012-06"
"6161100","21156485111000143001000000U2","BASE RUTA SANTA CECILIA",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","5 DE FEBRERO","CALLE","5 DE MAYO","CALLE","18 DE MARZO","CALLEJON","1 DE MAYO","0","SN",,,,,"COLONIA","SANTA CECILIA",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1232","012",,,,"Fijo","18.48176666","-97.43519586","2012-06"
"3399828","21156485111000291001000000U9","CONSENCIONARIOS DE LA RUTA C NARANJA ",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","6 ORIENTE","CALLE","CUARTA PRIVADA 6 ORIENTE","CALLE","TERCERA PRIVADA 6 ORIENTE","CALLE","NINGUNO","0","SN",,,,,"COLONIA","SAN PEDRO ACOQUIACO",,,,"75740","21","PUEBLA","156","Tehuacán","0001","Tehuacán","008A","052",,,,"Fijo","18.46906493","-97.38633052","2014-12"
"9301271","21156482110000024000013979S9","FERROSUR","FERROSUR SA DE CV","482110","Transporte por ferrocarril","31 a 50 personas","AUTOPISTA","HEROE DE NACOZARI SUR","CALLE","HEROE DE NACOZARI SUR","CALLE","JUAN DE LA BARRERA","CALLE","NINGUNO","0","S/N",,,"0",,"COLONIA","ARCADIA",,,"SN","75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0874","016",,,,"Fijo","18.46093885","-97.40091478","2020-11"
"3401976","21156485210000891011000000U6","IGNACIO SALVADOR",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","6 a 10 personas","CALLE","5 ORIENTE","CALLE","PRIVADA DE LA 7 SUR","CALLE","7 SUR","ANDADOR","2","722",,,,"0",,"COLONIA","LA PURISIMA",,,,,"21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","039","2225167662","NACHINSALAVADOR@GMAIL.COM",,"Fijo","18.45849181","-97.38672086","2014-12"
"3403399","21156485111000301001000000U6","JOSE FELIPE BALDERRAMA ARRUEL",,"485111","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","11 a 30 personas","CALLE","22 SUR","CALLE","BENITO JUAREZ","PRIVADA","AGUSTIN DE ITURBIDE","CALLE","24 SUR","1110",,,,"0",,"COLONIA","TEHUACAN",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1020","002",,,,"Fijo","18.4543765","-97.40900186","2014-12"
